break load img
/home/sophie/anaconda3/envs/gps/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
Iteration [501/800], Loss: 0.1293
Iteration [601/800], Loss: 0.1408
Iteration [701/800], Loss: 0.1381
**Epoch [79/200], Loss: 0.1426

Iteration [1/800], Loss: 0.3837
Iteration [101/800], Loss: 0.1840
Iteration [201/800], Loss: 0.3009
Iteration [301/800], Loss: 0.2714
Iteration [401/800], Loss: 0.2716
Iteration [501/800], Loss: 0.3015
Iteration [601/800], Loss: 0.3185
Iteration [701/800], Loss: 0.2977
**Epoch [80/200], Loss: 0.2818

Iteration [1/800], Loss: 0.2012
Iteration [101/800], Loss: 0.1548
Iteration [201/800], Loss: 0.1471
Iteration [301/800], Loss: 0.1844
Iteration [401/800], Loss: 0.1717
Iteration [501/800], Loss: 0.1592
Iteration [601/800], Loss: 0.1533
Iteration [701/800], Loss: 0.1985
**Epoch [81/200], Loss: 0.2409

Iteration [1/800], Loss: 0.5537
Iteration [101/800], Loss: 0.1147
Iteration [201/800], Loss: 0.1161
Iteration [301/800], Loss: 0.1183
Iteration [401/800], Loss: 0.1245
Iteration [501/800], Loss: 0.1246
Iteration [601/800], Loss: 0.1263
Iteration [701/800], Loss: 0.1305
**Epoch [82/200], Loss: 0.1325

Iteration [1/800], Loss: 0.5730
Iteration [101/800], Loss: 0.2195
Iteration [201/800], Loss: 0.3281
Iteration [301/800], Loss: 0.5843
Iteration [401/800], Loss: 0.4705
Iteration [501/800], Loss: 0.3998
Iteration [601/800], Loss: 0.3497
Iteration [701/800], Loss: 0.3112
**Epoch [83/200], Loss: 0.2911

Iteration [1/800], Loss: 0.1784
Iteration [101/800], Loss: 0.0975
Iteration [201/800], Loss: 0.0956
Iteration [301/800], Loss: 0.1098
Iteration [401/800], Loss: 0.1186
Iteration [501/800], Loss: 0.1153
Iteration [601/800], Loss: 0.1182
Iteration [701/800], Loss: 0.1284
**Epoch [84/200], Loss: 0.1313

Iteration [1/800], Loss: 0.2273
Iteration [101/800], Loss: 0.1109
Iteration [201/800], Loss: 0.1174
Iteration [301/800], Loss: 0.2988
Iteration [401/800], Loss: 0.3000
Iteration [501/800], Loss: 0.2765
Iteration [601/800], Loss: 0.2464
Iteration [701/800], Loss: 0.2231
**Epoch [85/200], Loss: 0.2090

Iteration [1/800], Loss: 0.2025
Iteration [101/800], Loss: 0.0892
Iteration [201/800], Loss: 0.0946
Iteration [301/800], Loss: 0.0960
Iteration [401/800], Loss: 0.1057
Iteration [501/800], Loss: 0.1384
Iteration [601/800], Loss: 0.1682
Iteration [701/800], Loss: 0.1663
**Epoch [86/200], Loss: 0.1803

Iteration [1/800], Loss: 0.5986
Iteration [101/800], Loss: 0.3632
Iteration [201/800], Loss: 0.3317
Iteration [301/800], Loss: 0.3210
Iteration [401/800], Loss: 0.2795
Iteration [501/800], Loss: 0.2416
Iteration [601/800], Loss: 0.2204
Iteration [701/800], Loss: 0.2148
**Epoch [87/200], Loss: 0.2060

Iteration [1/800], Loss: 0.1931
Iteration [101/800], Loss: 0.1008
Iteration [201/800], Loss: 0.1038
Iteration [301/800], Loss: 0.1025
Iteration [401/800], Loss: 0.1121
Iteration [501/800], Loss: 0.1139
Iteration [601/800], Loss: 0.1450
Iteration [701/800], Loss: 0.1643
**Epoch [88/200], Loss: 0.1731

Iteration [1/800], Loss: 0.6926
Iteration [101/800], Loss: 0.2029
Iteration [201/800], Loss: 0.2076
Iteration [301/800], Loss: 0.3741
Iteration [401/800], Loss: 0.3277
Iteration [501/800], Loss: 0.3167
Iteration [601/800], Loss: 0.2929
Iteration [701/800], Loss: 0.2806
**Epoch [89/200], Loss: 0.2649

Iteration [1/800], Loss: 0.2123
Iteration [101/800], Loss: 0.1498
Iteration [201/800], Loss: 0.1704
Iteration [301/800], Loss: 0.1901
Iteration [401/800], Loss: 0.1729
Iteration [501/800], Loss: 0.1744
Iteration [601/800], Loss: 0.1745
Iteration [701/800], Loss: 0.1761
**Epoch [90/200], Loss: 0.1752

Iteration [1/800], Loss: 0.1549
Iteration [101/800], Loss: 0.1708
Iteration [201/800], Loss: 0.1480
Iteration [301/800], Loss: 0.1540
Iteration [401/800], Loss: 0.1747
Iteration [501/800], Loss: 0.1835
Iteration [601/800], Loss: 0.1988
Iteration [701/800], Loss: 0.1894
**Epoch [91/200], Loss: 0.1810

Iteration [1/800], Loss: 0.1815
Iteration [101/800], Loss: 0.1350
Iteration [201/800], Loss: 0.1402
Iteration [301/800], Loss: 0.1414
Iteration [401/800], Loss: 0.1355
Iteration [501/800], Loss: 0.1263
Iteration [601/800], Loss: 0.1248
Iteration [701/800], Loss: 0.1231
**Epoch [92/200], Loss: 0.1211

Iteration [1/800], Loss: 0.1132
Iteration [101/800], Loss: 0.1101
Iteration [201/800], Loss: 0.1080
Iteration [301/800], Loss: 0.1051
Iteration [401/800], Loss: 0.1262
Iteration [501/800], Loss: 0.1500
Iteration [601/800], Loss: 0.1450
Iteration [701/800], Loss: 0.1392
**Epoch [93/200], Loss: 0.1412

Iteration [1/800], Loss: 0.7101
Iteration [101/800], Loss: 0.3063
Iteration [201/800], Loss: 0.2516
Iteration [301/800], Loss: 0.2226
Iteration [401/800], Loss: 0.1901
Iteration [501/800], Loss: 0.1781
Iteration [601/800], Loss: 0.1647
Iteration [701/800], Loss: 0.1561
**Epoch [94/200], Loss: 0.1580

Iteration [1/800], Loss: 0.3080
Iteration [101/800], Loss: 0.5031
Iteration [201/800], Loss: 0.4458
Iteration [301/800], Loss: 0.4047
Iteration [401/800], Loss: 0.3511
Iteration [501/800], Loss: 0.3015
Iteration [601/800], Loss: 0.2765
Iteration [701/800], Loss: 0.2605
**Epoch [95/200], Loss: 0.2431

Iteration [1/800], Loss: 0.1985
Iteration [101/800], Loss: 0.1154
Iteration [201/800], Loss: 0.0996
Iteration [301/800], Loss: 0.0916
Iteration [401/800], Loss: 0.1033
Iteration [501/800], Loss: 0.1092
Iteration [601/800], Loss: 0.1279
Iteration [701/800], Loss: 0.1406
**Epoch [96/200], Loss: 0.1724

Iteration [1/800], Loss: 0.1334
Iteration [101/800], Loss: 0.1500
Iteration [201/800], Loss: 0.1251
Iteration [301/800], Loss: 0.1307
Iteration [401/800], Loss: 0.1237
Iteration [501/800], Loss: 0.1217
Iteration [601/800], Loss: 0.1194
Iteration [701/800], Loss: 0.1148
**Epoch [97/200], Loss: 0.1140

Iteration [1/800], Loss: 0.1096
Iteration [101/800], Loss: 0.1500
Iteration [201/800], Loss: 0.1444
Iteration [301/800], Loss: 0.1435
Iteration [401/800], Loss: 0.1509
Iteration [501/800], Loss: 0.1589
Iteration [601/800], Loss: 0.1548
Iteration [701/800], Loss: 0.1611
**Epoch [98/200], Loss: 0.1748

Iteration [1/800], Loss: 0.2992
Iteration [101/800], Loss: 0.1359
Iteration [201/800], Loss: 0.1175
Iteration [301/800], Loss: 0.1117
Iteration [401/800], Loss: 0.1582
Iteration [501/800], Loss: 0.1752
Iteration [601/800], Loss: 0.1613
Iteration [701/800], Loss: 0.1530
**Epoch [99/200], Loss: 0.1453

Iteration [1/800], Loss: 0.2280
Iteration [101/800], Loss: 0.0964
Iteration [201/800], Loss: 0.1246
Iteration [301/800], Loss: 0.1463
Iteration [401/800], Loss: 0.1407
Iteration [501/800], Loss: 0.1304
Iteration [601/800], Loss: 0.1285
Iteration [701/800], Loss: 0.1296
**Epoch [100/200], Loss: 0.1425

Iteration [1/800], Loss: 0.1352
Iteration [101/800], Loss: 0.1107
Iteration [201/800], Loss: 0.1152
Iteration [301/800], Loss: 0.1029
Iteration [401/800], Loss: 0.0993
Iteration [501/800], Loss: 0.0957
Iteration [601/800], Loss: 0.1085
Iteration [701/800], Loss: 0.1047
**Epoch [101/200], Loss: 0.1024

Iteration [1/800], Loss: 0.0542
Iteration [101/800], Loss: 0.0601
Iteration [201/800], Loss: 0.0657
Iteration [301/800], Loss: 0.0700
Iteration [401/800], Loss: 0.0838
Iteration [501/800], Loss: 0.1222
Iteration [601/800], Loss: 0.1226
Iteration [701/800], Loss: 0.1454
**Epoch [102/200], Loss: 0.1424

Iteration [1/800], Loss: 0.2415
Iteration [101/800], Loss: 0.1289
Iteration [201/800], Loss: 0.1159
Iteration [301/800], Loss: 0.1063
Iteration [401/800], Loss: 0.1023
Iteration [501/800], Loss: 0.1293
Iteration [601/800], Loss: 0.2625
Iteration [701/800], Loss: 0.2805
**Epoch [103/200], Loss: 0.2567

Iteration [1/800], Loss: 0.0811
Iteration [101/800], Loss: 0.0662
Iteration [201/800], Loss: 0.0641
Iteration [301/800], Loss: 0.0667
Iteration [401/800], Loss: 0.0664
Iteration [501/800], Loss: 0.0683
Iteration [601/800], Loss: 0.0692
Iteration [701/800], Loss: 0.0810
**Epoch [104/200], Loss: 0.1059

Iteration [1/800], Loss: 0.2118
Iteration [101/800], Loss: 0.2615
Iteration [201/800], Loss: 0.2181
Iteration [301/800], Loss: 0.1735
Iteration [401/800], Loss: 0.1454
Iteration [501/800], Loss: 0.1278
Iteration [601/800], Loss: 0.1149
Iteration [701/800], Loss: 0.1078
**Epoch [105/200], Loss: 0.1090

Iteration [1/800], Loss: 0.0370
Iteration [101/800], Loss: 0.2349
Iteration [201/800], Loss: 0.2945
Iteration [301/800], Loss: 0.2455
Iteration [401/800], Loss: 0.2093
Iteration [501/800], Loss: 0.1822
Iteration [601/800], Loss: 0.1718
Iteration [701/800], Loss: 0.1572
**Epoch [106/200], Loss: 0.1495

Iteration [1/800], Loss: 0.1261
Iteration [101/800], Loss: 0.0896
Iteration [201/800], Loss: 0.1011
Iteration [301/800], Loss: 0.0969
Iteration [401/800], Loss: 0.0952
Iteration [501/800], Loss: 0.0884
Iteration [601/800], Loss: 0.0926
Iteration [701/800], Loss: 0.0961
**Epoch [107/200], Loss: 0.1126

Iteration [1/800], Loss: 0.1362
Iteration [101/800], Loss: 0.2239
Iteration [201/800], Loss: 0.1657
Iteration [301/800], Loss: 0.1327
Iteration [401/800], Loss: 0.1376
Iteration [501/800], Loss: 0.1296
Iteration [601/800], Loss: 0.1259
Iteration [701/800], Loss: 0.1165
**Epoch [108/200], Loss: 0.1119

Iteration [1/800], Loss: 0.1787
Iteration [101/800], Loss: 0.1158
Iteration [201/800], Loss: 0.1142
Iteration [301/800], Loss: 0.1278
Iteration [401/800], Loss: 0.1717
Iteration [501/800], Loss: 0.1579
Iteration [601/800], Loss: 0.1515
Iteration [701/800], Loss: 0.1473
**Epoch [109/200], Loss: 0.1901

Iteration [1/800], Loss: 0.5936
Iteration [101/800], Loss: 0.2690
Iteration [201/800], Loss: 0.1931
Iteration [301/800], Loss: 0.1575
Iteration [401/800], Loss: 0.1368
Iteration [501/800], Loss: 0.1232
Iteration [601/800], Loss: 0.1117
Iteration [701/800], Loss: 0.1050
**Epoch [110/200], Loss: 0.0991

Iteration [1/800], Loss: 0.0932
Iteration [101/800], Loss: 0.0540
Iteration [201/800], Loss: 0.0473
Iteration [301/800], Loss: 0.0519
Iteration [401/800], Loss: 0.0762
Iteration [501/800], Loss: 0.0770
Iteration [601/800], Loss: 0.0914
Iteration [701/800], Loss: 0.1013
**Epoch [111/200], Loss: 0.1057

Iteration [1/800], Loss: 0.2428
Iteration [101/800], Loss: 0.0757
Iteration [201/800], Loss: 0.0752
Iteration [301/800], Loss: 0.0782
Iteration [401/800], Loss: 0.0796
Iteration [501/800], Loss: 0.0795
Iteration [601/800], Loss: 0.0792
Iteration [701/800], Loss: 0.0780
**Epoch [112/200], Loss: 0.0815

Iteration [1/800], Loss: 0.4757
Iteration [101/800], Loss: 0.1788
Iteration [201/800], Loss: 0.1568
Iteration [301/800], Loss: 0.1764
Iteration [401/800], Loss: 0.1606
Iteration [501/800], Loss: 0.1395
Iteration [601/800], Loss: 0.1305
Iteration [701/800], Loss: 0.1203
**Epoch [113/200], Loss: 0.1120

Iteration [1/800], Loss: 0.1201
Iteration [101/800], Loss: 0.1389
Iteration [201/800], Loss: 0.1053
Iteration [301/800], Loss: 0.1162
Iteration [401/800], Loss: 0.1432
Iteration [501/800], Loss: 0.1359
Iteration [601/800], Loss: 0.1249
Iteration [701/800], Loss: 0.1191
**Epoch [114/200], Loss: 0.1160

Iteration [1/800], Loss: 0.0747
Iteration [101/800], Loss: 0.0715
Iteration [201/800], Loss: 0.0837
Iteration [301/800], Loss: 0.0862
Iteration [401/800], Loss: 0.0825
Iteration [501/800], Loss: 0.0831
Iteration [601/800], Loss: 0.0872
Iteration [701/800], Loss: 0.0902
**Epoch [115/200], Loss: 0.0994

Iteration [1/800], Loss: 0.0717
Iteration [101/800], Loss: 0.0631
Iteration [201/800], Loss: 0.0785
Iteration [301/800], Loss: 0.1259
Iteration [401/800], Loss: 0.1231
Iteration [501/800], Loss: 0.1263
Iteration [601/800], Loss: 0.1213
Iteration [701/800], Loss: 0.1162
**Epoch [116/200], Loss: 0.1102

Iteration [1/800], Loss: 0.3012
Iteration [101/800], Loss: 0.0686
Iteration [201/800], Loss: 0.0954
Iteration [301/800], Loss: 0.1001
Iteration [401/800], Loss: 0.0973
Iteration [501/800], Loss: 0.0944
Iteration [601/800], Loss: 0.0908
Iteration [701/800], Loss: 0.0891
**Epoch [117/200], Loss: 0.0928

Iteration [1/800], Loss: 0.4090
Iteration [101/800], Loss: 0.1236
Iteration [201/800], Loss: 0.1102
Iteration [301/800], Loss: 0.1091
Iteration [401/800], Loss: 0.1502
Iteration [501/800], Loss: 0.1454
Iteration [601/800], Loss: 0.1374
Iteration [701/800], Loss: 0.1348
**Epoch [118/200], Loss: 0.1336

Iteration [1/800], Loss: 0.1191
Iteration [101/800], Loss: 0.1329
Iteration [201/800], Loss: 0.1651
Iteration [301/800], Loss: 0.2084
Iteration [401/800], Loss: 0.2219
Iteration [501/800], Loss: 0.1928
Iteration [601/800], Loss: 0.1708
Iteration [701/800], Loss: 0.1543
**Epoch [119/200], Loss: 0.1443

Iteration [1/800], Loss: 0.1104
Iteration [101/800], Loss: 0.0551
Iteration [201/800], Loss: 0.0598
Iteration [301/800], Loss: 0.0681
Iteration [401/800], Loss: 0.0942
Iteration [501/800], Loss: 0.0940
Iteration [601/800], Loss: 0.0962
Iteration [701/800], Loss: 0.0921
**Epoch [120/200], Loss: 0.1004

Iteration [1/800], Loss: 0.2291
Iteration [101/800], Loss: 0.0732
Iteration [201/800], Loss: 0.0604
Iteration [301/800], Loss: 0.0527
Iteration [401/800], Loss: 0.0526
Iteration [501/800], Loss: 0.0603
Iteration [601/800], Loss: 0.0610
Iteration [701/800], Loss: 0.0588
**Epoch [121/200], Loss: 0.0564

Iteration [1/800], Loss: 0.2397
Iteration [101/800], Loss: 0.1712
Iteration [201/800], Loss: 0.1679
Iteration [301/800], Loss: 0.1606
Iteration [401/800], Loss: 0.1425
Iteration [501/800], Loss: 0.1468
Iteration [601/800], Loss: 0.1333
Iteration [701/800], Loss: 0.1296
**Epoch [122/200], Loss: 0.1198

Iteration [1/800], Loss: 0.1502
Iteration [101/800], Loss: 0.0667
Iteration [201/800], Loss: 0.0611
Iteration [301/800], Loss: 0.0724
Iteration [401/800], Loss: 0.0638
Iteration [501/800], Loss: 0.0618
Iteration [601/800], Loss: 0.0592
Iteration [701/800], Loss: 0.0578
**Epoch [123/200], Loss: 0.0563

Iteration [1/800], Loss: 0.1856
Iteration [101/800], Loss: 0.0596
Iteration [201/800], Loss: 0.0883
Iteration [301/800], Loss: 0.1299
Iteration [401/800], Loss: 0.1129
Iteration [501/800], Loss: 0.1017
Iteration [601/800], Loss: 0.0910
Iteration [701/800], Loss: 0.0925
**Epoch [124/200], Loss: 0.0927

Iteration [1/800], Loss: 0.0494
Iteration [101/800], Loss: 0.1015
Iteration [201/800], Loss: 0.0744
Iteration [301/800], Loss: 0.0893
Iteration [401/800], Loss: 0.0810
Iteration [501/800], Loss: 0.0725
Iteration [601/800], Loss: 0.0665
Iteration [701/800], Loss: 0.0662
**Epoch [125/200], Loss: 0.0780

Iteration [1/800], Loss: 0.3527
Iteration [101/800], Loss: 0.1935
Iteration [201/800], Loss: 0.1295
Iteration [301/800], Loss: 0.1252
Iteration [401/800], Loss: 0.1101
Iteration [501/800], Loss: 0.1082
Iteration [601/800], Loss: 0.0983
Iteration [701/800], Loss: 0.0927
**Epoch [126/200], Loss: 0.0881

Iteration [1/800], Loss: 0.0651
Iteration [101/800], Loss: 0.0523
Iteration [201/800], Loss: 0.0544
Iteration [301/800], Loss: 0.0600
Iteration [401/800], Loss: 0.0594
Iteration [501/800], Loss: 0.0550
Iteration [601/800], Loss: 0.0553
Iteration [701/800], Loss: 0.0844
**Epoch [127/200], Loss: 0.0812

Iteration [1/800], Loss: 0.2047
Iteration [101/800], Loss: 0.1155
Iteration [201/800], Loss: 0.1226
Iteration [301/800], Loss: 0.1139
Iteration [401/800], Loss: 0.0952
Iteration [501/800], Loss: 0.0861
Iteration [601/800], Loss: 0.0796
Iteration [701/800], Loss: 0.0782
**Epoch [128/200], Loss: 0.0773

Iteration [1/800], Loss: 0.0934
Iteration [101/800], Loss: 0.0501
Iteration [201/800], Loss: 0.0539
Iteration [301/800], Loss: 0.0557
Iteration [401/800], Loss: 0.0748
Iteration [501/800], Loss: 0.0713
Iteration [601/800], Loss: 0.0986
Iteration [701/800], Loss: 0.0934
**Epoch [129/200], Loss: 0.0880

Iteration [1/800], Loss: 0.1067
Iteration [101/800], Loss: 0.0522
Iteration [201/800], Loss: 0.0616
Iteration [301/800], Loss: 0.0670
Iteration [401/800], Loss: 0.0599
Iteration [501/800], Loss: 0.0564
Iteration [601/800], Loss: 0.0549
Iteration [701/800], Loss: 0.0564
**Epoch [130/200], Loss: 0.0607

Iteration [1/800], Loss: 0.4394
Iteration [101/800], Loss: 0.1205
Iteration [201/800], Loss: 0.0981
Iteration [301/800], Loss: 0.0896
Iteration [401/800], Loss: 0.0780
Iteration [501/800], Loss: 0.0725
Iteration [601/800], Loss: 0.0705
Iteration [701/800], Loss: 0.0683
**Epoch [131/200], Loss: 0.0685

Iteration [1/800], Loss: 0.1009
Iteration [101/800], Loss: 0.0543
Iteration [201/800], Loss: 0.0655
Iteration [301/800], Loss: 0.0699
Iteration [401/800], Loss: 0.0709
Iteration [501/800], Loss: 0.0659
Iteration [601/800], Loss: 0.0759
Iteration [701/800], Loss: 0.0724
**Epoch [132/200], Loss: 0.0724

Iteration [1/800], Loss: 0.0538
Iteration [101/800], Loss: 0.0671
Iteration [201/800], Loss: 0.0573
Iteration [301/800], Loss: 0.0544
Iteration [401/800], Loss: 0.0597
Iteration [501/800], Loss: 0.0567
Iteration [601/800], Loss: 0.0576
Iteration [701/800], Loss: 0.0582
**Epoch [133/200], Loss: 0.0560

Iteration [1/800], Loss: 0.0606
Iteration [101/800], Loss: 0.0488
Iteration [201/800], Loss: 0.0711
Iteration [301/800], Loss: 0.0790
Iteration [401/800], Loss: 0.0747
Iteration [501/800], Loss: 0.0726
Iteration [601/800], Loss: 0.0714
Iteration [701/800], Loss: 0.0697
**Epoch [134/200], Loss: 0.0738

Iteration [1/800], Loss: 0.4149
Iteration [101/800], Loss: 0.1890
Iteration [201/800], Loss: 0.1221
Iteration [301/800], Loss: 0.0945
Iteration [401/800], Loss: 0.0883
Iteration [501/800], Loss: 0.0777
Iteration [601/800], Loss: 0.0735
Iteration [701/800], Loss: 0.0683
**Epoch [135/200], Loss: 0.0715

Iteration [1/800], Loss: 0.1671
Iteration [101/800], Loss: 0.0863
Iteration [201/800], Loss: 0.0772
Iteration [301/800], Loss: 0.0747
Iteration [401/800], Loss: 0.0640
Iteration [501/800], Loss: 0.0580
Iteration [601/800], Loss: 0.0565
Iteration [701/800], Loss: 0.0589
**Epoch [136/200], Loss: 0.0604

Iteration [1/800], Loss: 0.0492
Iteration [101/800], Loss: 0.0869
Iteration [201/800], Loss: 0.1127
Iteration [301/800], Loss: 0.0983
Iteration [401/800], Loss: 0.0888
Iteration [501/800], Loss: 0.0865
Iteration [601/800], Loss: 0.0931
Iteration [701/800], Loss: 0.0846
**Epoch [137/200], Loss: 0.0783

Iteration [1/800], Loss: 0.3336
Iteration [101/800], Loss: 0.0676
Iteration [201/800], Loss: 0.0657
Iteration [301/800], Loss: 0.0723
Iteration [401/800], Loss: 0.0646
Iteration [501/800], Loss: 0.0638
Iteration [601/800], Loss: 0.0605
Iteration [701/800], Loss: 0.0599
**Epoch [138/200], Loss: 0.0560

Iteration [1/800], Loss: 0.0288
Iteration [101/800], Loss: 0.0452
Iteration [201/800], Loss: 0.0382
Iteration [301/800], Loss: 0.0363
Iteration [401/800], Loss: 0.0502
Iteration [501/800], Loss: 0.0539
Iteration [601/800], Loss: 0.0736
Iteration [701/800], Loss: 0.0970
**Epoch [139/200], Loss: 0.1282

Iteration [1/800], Loss: 0.0880
Iteration [101/800], Loss: 0.0686
Iteration [201/800], Loss: 0.0723
Iteration [301/800], Loss: 0.0737
Iteration [401/800], Loss: 0.0649
Iteration [501/800], Loss: 0.0578
Iteration [601/800], Loss: 0.0543
Iteration [701/800], Loss: 0.0511
**Epoch [140/200], Loss: 0.0486

Iteration [1/800], Loss: 0.0475
Iteration [101/800], Loss: 0.0211
Iteration [201/800], Loss: 0.0231
Iteration [301/800], Loss: 0.0257
Iteration [401/800], Loss: 0.0297
Iteration [501/800], Loss: 0.0295
Iteration [601/800], Loss: 0.0315
Iteration [701/800], Loss: 0.0321
**Epoch [141/200], Loss: 0.0351

Iteration [1/800], Loss: 0.0410
Iteration [101/800], Loss: 0.0431
Iteration [201/800], Loss: 0.0411
Iteration [301/800], Loss: 0.0367
Iteration [401/800], Loss: 0.0361
Iteration [501/800], Loss: 0.0362
Iteration [601/800], Loss: 0.0361
Iteration [701/800], Loss: 0.0406
**Epoch [142/200], Loss: 0.0501

Iteration [1/800], Loss: 0.0577
Iteration [101/800], Loss: 0.0763
Iteration [201/800], Loss: 0.0922
Iteration [301/800], Loss: 0.0820
Iteration [401/800], Loss: 0.0737
Iteration [501/800], Loss: 0.0720
Iteration [601/800], Loss: 0.0749
Iteration [701/800], Loss: 0.0713
**Epoch [143/200], Loss: 0.0691

Iteration [1/800], Loss: 0.1191
Iteration [101/800], Loss: 0.1060
Iteration [201/800], Loss: 0.0964
Iteration [301/800], Loss: 0.0784
Iteration [401/800], Loss: 0.0677
Iteration [501/800], Loss: 0.0613
Iteration [601/800], Loss: 0.0593
Iteration [701/800], Loss: 0.0593
**Epoch [144/200], Loss: 0.0583

Iteration [1/800], Loss: 0.1453
Iteration [101/800], Loss: 0.0327
Iteration [201/800], Loss: 0.0326
Iteration [301/800], Loss: 0.0355
Iteration [401/800], Loss: 0.0360
Iteration [501/800], Loss: 0.0395
Iteration [601/800], Loss: 0.0379
Iteration [701/800], Loss: 0.0416
**Epoch [145/200], Loss: 0.0439

Iteration [1/800], Loss: 0.2990
Iteration [101/800], Loss: 0.1060
Iteration [201/800], Loss: 0.0711
Iteration [301/800], Loss: 0.0605
Iteration [401/800], Loss: 0.0572
Iteration [501/800], Loss: 0.0625
Iteration [601/800], Loss: 0.0629
Iteration [701/800], Loss: 0.0585
**Epoch [146/200], Loss: 0.0560

Iteration [1/800], Loss: 0.0543
Iteration [101/800], Loss: 0.0328
Iteration [201/800], Loss: 0.0312
Iteration [301/800], Loss: 0.0482
Iteration [401/800], Loss: 0.0488
Iteration [501/800], Loss: 0.0701
Iteration [601/800], Loss: 0.0724
Iteration [701/800], Loss: 0.0682
**Epoch [147/200], Loss: 0.0651

Iteration [1/800], Loss: 0.0446
Iteration [101/800], Loss: 0.0434
Iteration [201/800], Loss: 0.0489
Iteration [301/800], Loss: 0.0565
Iteration [401/800], Loss: 0.0566
Iteration [501/800], Loss: 0.0505
Iteration [601/800], Loss: 0.0487
Iteration [701/800], Loss: 0.0520
**Epoch [148/200], Loss: 0.0670

Iteration [1/800], Loss: 0.2570
Iteration [101/800], Loss: 0.1886
Iteration [201/800], Loss: 0.1252
Iteration [301/800], Loss: 0.0941
Iteration [401/800], Loss: 0.0780
Iteration [501/800], Loss: 0.0678
Iteration [601/800], Loss: 0.0653
Iteration [701/800], Loss: 0.0605
**Epoch [149/200], Loss: 0.0572

Iteration [1/800], Loss: 0.1935
Iteration [101/800], Loss: 0.0460
Iteration [201/800], Loss: 0.0374
Iteration [301/800], Loss: 0.0347
Iteration [401/800], Loss: 0.0429
Iteration [501/800], Loss: 0.0496
Iteration [601/800], Loss: 0.0595
Iteration [701/800], Loss: 0.0603
**Epoch [150/200], Loss: 0.0567

Iteration [1/800], Loss: 0.0817
Iteration [101/800], Loss: 0.0312
Iteration [201/800], Loss: 0.0315
Iteration [301/800], Loss: 0.0323
Iteration [401/800], Loss: 0.0304
Iteration [501/800], Loss: 0.0315
Iteration [601/800], Loss: 0.0305
Iteration [701/800], Loss: 0.0292
**Epoch [151/200], Loss: 0.0344

Iteration [1/800], Loss: 0.0949
Iteration [101/800], Loss: 0.0889
Iteration [201/800], Loss: 0.0689
Iteration [301/800], Loss: 0.0558
Iteration [401/800], Loss: 0.0546
Iteration [501/800], Loss: 0.0567
Iteration [601/800], Loss: 0.0518
Iteration [701/800], Loss: 0.0569
**Epoch [152/200], Loss: 0.0543

Iteration [1/800], Loss: 0.0233
Iteration [101/800], Loss: 0.0369
Iteration [201/800], Loss: 0.0404
Iteration [301/800], Loss: 0.0464
Iteration [401/800], Loss: 0.0419
Iteration [501/800], Loss: 0.0416
Iteration [601/800], Loss: 0.0396
Iteration [701/800], Loss: 0.0421
**Epoch [153/200], Loss: 0.0436

Iteration [1/800], Loss: 0.0869
Iteration [101/800], Loss: 0.0329
Iteration [201/800], Loss: 0.0425
Iteration [301/800], Loss: 0.0523
Iteration [401/800], Loss: 0.0560
Iteration [501/800], Loss: 0.0550
Iteration [601/800], Loss: 0.0540
Iteration [701/800], Loss: 0.0498
**Epoch [154/200], Loss: 0.0470

Iteration [1/800], Loss: 0.0732
Iteration [101/800], Loss: 0.0286
Iteration [201/800], Loss: 0.0455
Iteration [301/800], Loss: 0.0533
Iteration [401/800], Loss: 0.0539
Iteration [501/800], Loss: 0.0582
Iteration [601/800], Loss: 0.0539
Iteration [701/800], Loss: 0.0492
**Epoch [155/200], Loss: 0.0461

Iteration [1/800], Loss: 0.1016
Iteration [101/800], Loss: 0.0248
Iteration [201/800], Loss: 0.0235
Iteration [301/800], Loss: 0.0301
Iteration [401/800], Loss: 0.0376
Iteration [501/800], Loss: 0.0564
Iteration [601/800], Loss: 0.0604
Iteration [701/800], Loss: 0.0572
**Epoch [156/200], Loss: 0.0584

Iteration [1/800], Loss: 0.0882
Iteration [101/800], Loss: 0.0457
Iteration [201/800], Loss: 0.0762
Iteration [301/800], Loss: 0.0880
Iteration [401/800], Loss: 0.0811
Iteration [501/800], Loss: 0.0732
Iteration [601/800], Loss: 0.0639
Iteration [701/800], Loss: 0.0573
**Epoch [157/200], Loss: 0.0541

Iteration [1/800], Loss: 0.1029
Iteration [101/800], Loss: 0.0525
Iteration [201/800], Loss: 0.0427
Iteration [301/800], Loss: 0.0496
Iteration [401/800], Loss: 0.0455
Iteration [501/800], Loss: 0.0477
Iteration [601/800], Loss: 0.0469
Iteration [701/800], Loss: 0.0481
**Epoch [158/200], Loss: 0.0464

Iteration [1/800], Loss: 0.0395
Iteration [101/800], Loss: 0.0284
Iteration [201/800], Loss: 0.0268
Iteration [301/800], Loss: 0.0249
Iteration [401/800], Loss: 0.0259
Iteration [501/800], Loss: 0.0378
Iteration [601/800], Loss: 0.0397
Iteration [701/800], Loss: 0.0373
